order_id,order_date,product_id,product_name,category,supplier_name,warehouse,stock_quantity,order_quantity,cost_price,selling_price,delivery_days,region,Revenue,Cost,Profit,Inventory_Turnover,Stockout
ORD003249,2024-04-17,P270,Pen,Utilities,LMN Corp,Delhi WH,558.0,189.0,59.48,100.11,3.0,North,18920.79,11241.72,7679.0700000000015,0.3387096774193548,0
ORD003250,,P233,Water Bottle,Maintenance,XYZ Traders,Pune WH,443.0,139.0,10.78,292.04,9.0,North,40593.560000000005,1498.4199999999998,39095.14000000001,0.31376975169300225,0
ORD003231,,P137,Water Bottle,Stationary,ABC Supplies,Chennai WH,557.0,12.0,177.86,163.85,5.0,West,1966.1999999999998,2134.32,-168.12000000000035,0.02154398563734291,0
ORD003232,,P129,Cleaning Liquid,Maintenance,Global Distributors,Pune WH,443.0,76.0,147.21,230.77,10.0,East,17538.52,11187.960000000001,6350.5599999999995,0.17155756207674944,0
ORD003233,,P150,Marker,Stationary,Global Distributors,Chennai WH,158.0,159.0,100.61,184.35,7.0,West,29311.649999999998,15996.99,13314.659999999998,1.0063291139240507,0
ORD003234,2024-07-17,P158,Water Bottle,Stationary,Global Distributors,Mumbai WH,612.0,105.0,63.05,138.85,4.0,East,14579.25,6620.25,7959.0,0.1715686274509804,0
ORD003235,,P113,Marker,Utilities,XYZ Traders,Delhi WH,424.0,125.0,191.46,223.55,2.0,North,27943.75,23932.5,4011.25,0.294811320754717,0
ORD003236,,P184,Printer Paper,Maintenance,Global Distributors,Mumbai WH,404.0,8.0,58.94,132.23,6.0,South,1057.84,471.52,586.3199999999999,0.019801980198019802,0
ORD003237,,P279,Printer Paper,Utilities,XYZ Traders,Chennai WH,316.0,114.0,126.59,330.69,9.0,South,37698.659999999996,14431.26,23267.399999999994,0.36075949367088606,0
ORD003238,,P215,Notebook,Utilities,ABC Supplies,Pune WH,290.0,53.0,22.67,287.32,9.0,South,15227.96,1201.51,14026.449999999999,0.18275862068965518,0
ORD003239,,P162,Water Bottle,Maintenance,LMN Corp,Mumbai WH,263.0,96.0,113.61,196.03,2.0,East,18818.88,10906.56,7912.3200000000015,0.3650190114068441,0
ORD003240,2024-11-09,P129,Printer Paper,Utilities,XYZ Traders,Pune WH,443.0,81.0,183.87,309.22,3.0,North,25046.820000000003,14893.470000000001,10153.350000000002,0.18284424379232506,0
ORD003221,,P107,Cleaning Liquid,Utilities,LMN Corp,Pune WH,202.0,0.0,14.01,202.19,6.0,West,0.0,0.0,0.0,0.0,0
ORD003222,,P163,Notebook,Utilities,Global Distributors,Pune WH,443.0,103.0,,191.14,7.0,East,19687.42,,,0.2325056433408578,0
ORD003223,,P124,Pen,Utilities,ABC Supplies,Delhi WH,811.0,151.0,92.72,56.88,9.0,North,8588.880000000001,14000.72,-5411.839999999998,0.18618988902589395,0
ORD003224,,P129,Marker,Maintenance,LMN Corp,Mumbai WH,441.0,0.0,119.34,92.45,4.0,North,0.0,0.0,0.0,0.0,0
ORD003225,2024-06-05,P162,Notebook,Utilities,XYZ Traders,Delhi WH,250.0,0.0,198.01,298.33,7.0,South,0.0,0.0,0.0,0.0,0
ORD003226,,P190,Marker,Maintenance,XYZ Traders,Mumbai WH,356.0,10.0,,194.71,6.0,West,1947.1000000000001,,,0.028089887640449437,0
ORD003227,,P158,Cleaning Liquid,Maintenance,ABC Supplies,Mumbai WH,493.0,7.0,56.14,67.72,6.0,North,474.03999999999996,392.98,81.05999999999995,0.014198782961460446,0
ORD003228,,P244,Water Bottle,Utilities,LMN Corp,Mumbai WH,443.0,19.0,77.95,227.8,5.0,South,4328.2,1481.05,2847.1499999999996,0.04288939051918736,0
ORD003229,2024-06-29,P134,Pen,Utilities,Global Distributors,Mumbai WH,443.0,124.0,48.65,73.38,4.0,North,9099.119999999999,6032.599999999999,3066.5199999999995,0.2799097065462754,0
ORD003230,,P184,Printer Paper,Maintenance,XYZ Traders,Chennai WH,443.0,168.0,108.01,,3.0,East,,18145.68,,0.3792325056433409,0
ORD003211,2024-11-19,P125,Cleaning Liquid,Utilities,LMN Corp,Delhi WH,708.0,9.0,50.85,188.06,2.0,West,1692.54,457.65000000000003,1234.8899999999999,0.012711864406779662,0
ORD003212,2024-05-15,P148,Printer Paper,Maintenance,XYZ Traders,Chennai WH,903.0,173.0,134.85,60.34,6.0,North,10438.82,23329.05,-12890.23,0.19158361018826134,0
ORD003213,2024-01-09,P100,Cleaning Liquid,Maintenance,Global Distributors,Delhi WH,545.0,126.0,148.63,198.77,6.0,East,25045.02,18727.38,6317.639999999999,0.23119266055045873,0
ORD003214,,P277,Notebook,Utilities,XYZ Traders,Delhi WH,443.0,62.0,123.27,339.42,7.0,South,21044.04,7642.74,13401.300000000001,0.1399548532731377,0
ORD003215,2024-03-01,P251,Notebook,Stationary,Global Distributors,Mumbai WH,0.0,155.0,206.9,262.28,1.0,South,40653.399999999994,32069.5,8583.899999999994,inf,1
ORD003216,,P189,Printer Paper,Stationary,XYZ Traders,Mumbai WH,860.0,148.0,47.54,311.53,9.0,East,46106.439999999995,7035.92,39070.52,0.17209302325581396,0
ORD003217,,P217,Printer Paper,Utilities,LMN Corp,Delhi WH,891.0,101.0,141.05,320.02,9.0,East,32322.019999999997,14246.050000000001,18075.969999999994,0.11335578002244669,0
ORD003218,,P219,Pen,Utilities,Global Distributors,Pune WH,499.0,134.0,113.08,267.66,6.0,East,35866.44,15152.72,20713.72,0.2685370741482966,0
ORD003219,,P103,Water Bottle,Utilities,LMN Corp,Chennai WH,759.0,33.0,108.9,316.55,7.0,West,10446.15,3593.7000000000003,6852.449999999999,0.043478260869565216,0
ORD003220,,P266,Water Bottle,Utilities,Global Distributors,Mumbai WH,380.0,157.0,170.87,115.08,9.0,East,18067.56,26826.59,-8759.029999999999,0.4131578947368421,0
ORD003201,,P107,Marker,Maintenance,ABC Supplies,Chennai WH,328.0,0.0,128.02,336.17,5.0,East,0.0,0.0,0.0,0.0,0
ORD003202,2024-07-24,P220,Notebook,Maintenance,ABC Supplies,Mumbai WH,128.0,0.0,168.87,289.1,6.0,East,0.0,0.0,0.0,0.0,0
ORD003203,,P213,Water Bottle,Utilities,XYZ Traders,Chennai WH,15.0,10.0,124.91,187.65,6.0,North,1876.5,1249.1,627.4000000000001,0.6666666666666666,0
ORD003204,2024-09-05,P131,Water Bottle,Stationary,ABC Supplies,Pune WH,930.0,16.0,,235.74,3.0,West,3771.84,,,0.017204301075268817,0
ORD003205,2024-03-21,P115,Water Bottle,Utilities,LMN Corp,Delhi WH,943.0,112.0,66.6,147.49,2.0,East,16518.88,7459.199999999999,9059.680000000002,0.11876988335100742,0
ORD003206,2024-04-07,P167,Cleaning Liquid,Utilities,XYZ Traders,Mumbai WH,720.0,74.0,125.99,245.69,6.0,North,18181.06,9323.26,8857.800000000001,0.10277777777777777,0
ORD003207,2024-10-10,P265,Water Bottle,Utilities,XYZ Traders,Delhi WH,74.0,107.0,52.96,117.23,9.0,West,12543.61,5666.72,6876.89,1.445945945945946,0
ORD003208,2024-03-08,P277,Cleaning Liquid,Maintenance,Global Distributors,Mumbai WH,909.0,93.0,102.59,221.56,9.0,West,20605.08,9540.87,11064.210000000001,0.10231023102310231,0
ORD003209,,P172,Water Bottle,Utilities,ABC Supplies,Pune WH,389.0,145.0,160.79,285.47,6.0,West,41393.15,23314.55,18078.600000000002,0.37275064267352187,0
ORD003210,2024-09-27,P228,Cleaning Liquid,Maintenance,Global Distributors,Delhi WH,0.0,125.0,76.1,240.71,6.0,West,30088.75,9512.5,20576.25,inf,1
ORD003391,2024-09-22,P275,Notebook,Utilities,XYZ Traders,Chennai WH,443.0,38.0,153.56,317.42,7.0,West,12061.960000000001,5835.28,6226.680000000001,0.08577878103837472,0
ORD003392,,P169,Water Bottle,Maintenance,ABC Supplies,Delhi WH,313.0,147.0,144.46,94.34,5.0,West,13867.980000000001,21235.620000000003,-7367.640000000001,0.4696485623003195,0
ORD003393,,P117,Cleaning Liquid,Utilities,Global Distributors,Pune WH,473.0,0.0,44.63,75.82,6.0,North,0.0,0.0,0.0,0.0,0
ORD003394,2024-05-27,P128,Pen,Stationary,Global Distributors,Chennai WH,471.0,157.0,209.83,315.64,3.0,East,49555.479999999996,32943.310000000005,16612.16999999999,0.3333333333333333,0
ORD003395,2024-05-30,P134,Marker,Utilities,ABC Supplies,Chennai WH,443.0,188.0,59.24,105.43,8.0,East,19820.84,11137.12,8683.72,0.42437923250564336,0
ORD003396,2024-10-25,P194,Cleaning Liquid,Stationary,LMN Corp,Mumbai WH,523.0,78.0,191.0,248.24,7.0,East,19362.72,14898.0,4464.720000000001,0.1491395793499044,0
ORD003397,2024-09-27,P215,Marker,Utilities,LMN Corp,Mumbai WH,0.0,0.0,190.72,56.25,10.0,East,0.0,0.0,0.0,,1
ORD003398,2024-06-11,P103,Water Bottle,Maintenance,XYZ Traders,Pune WH,382.0,14.0,39.96,106.04,10.0,West,1484.5600000000002,559.44,925.1200000000001,0.03664921465968586,0
ORD003399,,P252,Marker,Utilities,ABC Supplies,Pune WH,443.0,97.0,73.82,245.8,10.0,West,23842.600000000002,7160.539999999999,16682.060000000005,0.21896162528216703,0
ORD003400,,P108,Pen,Utilities,LMN Corp,Pune WH,443.0,32.0,155.79,169.9,6.0,South,5436.8,4985.28,451.52000000000044,0.07223476297968397,0
ORD003381,,P138,Notebook,Utilities,LMN Corp,Mumbai WH,143.0,29.0,73.2,246.75,4.0,East,7155.75,2122.8,5032.95,0.20279720279720279,0
ORD003382,,P187,Pen,Utilities,ABC Supplies,Mumbai WH,669.0,11.0,203.56,309.92,8.0,North,3409.1200000000003,2239.16,1169.9600000000005,0.016442451420029897,0
ORD003383,,P268,Pen,Maintenance,LMN Corp,Chennai WH,623.0,188.0,,192.82,7.0,East,36250.159999999996,,,0.3017656500802568,0
ORD003384,2024-08-18,P156,Marker,Maintenance,ABC Supplies,Delhi WH,443.0,0.0,99.22,,10.0,East,,0.0,,0.0,0
ORD003385,,P260,Pen,Maintenance,ABC Supplies,Delhi WH,443.0,84.0,179.38,142.82,8.0,West,11996.88,15067.92,-3071.040000000001,0.18961625282167044,0
ORD003386,,P173,Water Bottle,Maintenance,Global Distributors,Pune WH,577.0,58.0,158.55,195.72,2.0,East,11351.76,9195.900000000001,2155.8599999999988,0.10051993067590988,0
ORD003387,2024-06-30,P176,Pen,Maintenance,XYZ Traders,Chennai WH,682.0,70.0,,280.6,10.0,West,19642.0,,,0.10263929618768329,0
ORD003388,,P251,Notebook,Stationary,Global Distributors,Pune WH,425.0,28.0,86.61,,3.0,South,,2425.08,,0.06588235294117648,0
ORD003389,,P172,Pen,Maintenance,ABC Supplies,Pune WH,313.0,0.0,143.96,222.97,3.0,North,0.0,0.0,0.0,0.0,0
ORD003390,,P164,Marker,Maintenance,ABC Supplies,Delhi WH,914.0,198.0,61.88,53.84,4.0,West,10660.320000000002,12252.24,-1591.9199999999983,0.21663019693654267,0
ORD003371,,P130,Pen,Stationary,LMN Corp,Chennai WH,533.0,166.0,179.44,,6.0,West,,29787.04,,0.31144465290806755,0
ORD003372,2024-07-12,P252,Notebook,Maintenance,LMN Corp,Delhi WH,54.0,188.0,62.01,,6.0,West,,11657.88,,3.4814814814814814,0
ORD003373,2024-07-07,P174,Notebook,Utilities,ABC Supplies,Chennai WH,107.0,80.0,78.53,313.67,4.0,East,25093.600000000002,6282.4,18811.200000000004,0.7476635514018691,0
ORD003374,2024-06-01,P179,Water Bottle,Utilities,Global Distributors,Chennai WH,892.0,71.0,150.29,84.72,7.0,East,6015.12,10670.59,-4655.47,0.0795964125560538,0
ORD003375,2024-09-05,P138,Cleaning Liquid,Stationary,LMN Corp,Chennai WH,417.0,56.0,17.56,104.97,6.0,North,5878.32,983.3599999999999,4894.96,0.1342925659472422,0
ORD003376,,P199,Marker,Stationary,Global Distributors,Chennai WH,268.0,0.0,179.5,343.22,10.0,West,0.0,0.0,0.0,0.0,0
ORD003377,,P162,Pen,Stationary,LMN Corp,Delhi WH,551.0,194.0,121.11,284.67,4.0,North,55225.98,23495.34,31730.640000000003,0.35208711433756806,0
ORD003378,,P126,Water Bottle,Stationary,LMN Corp,Pune WH,365.0,164.0,82.67,194.33,6.0,East,31870.120000000003,13557.880000000001,18312.24,0.44931506849315067,0
ORD003379,,P220,Pen,Maintenance,LMN Corp,Pune WH,253.0,85.0,162.45,245.97,7.0,South,20907.45,13808.249999999998,7099.200000000003,0.3359683794466403,0
ORD003380,,P111,Cleaning Liquid,Maintenance,LMN Corp,Chennai WH,119.0,64.0,,218.98,4.0,West,14014.72,,,0.5378151260504201,0
ORD003361,2024-07-22,P230,Marker,Maintenance,ABC Supplies,Pune WH,443.0,76.0,170.65,,6.0,South,,12969.4,,0.17155756207674944,0
ORD003362,,P180,Pen,Maintenance,XYZ Traders,Pune WH,218.0,45.0,118.42,123.14,6.0,East,5541.3,5328.9,212.40000000000055,0.20642201834862386,0
ORD003363,2024-02-25,P182,Marker,Maintenance,XYZ Traders,Pune WH,57.0,3.0,19.86,285.74,8.0,West,857.22,59.58,797.64,0.05263157894736842,0
ORD003364,,P155,Water Bottle,Stationary,XYZ Traders,Pune WH,861.0,100.0,79.05,,6.0,West,,7905.0,,0.11614401858304298,0
ORD003365,,P293,Water Bottle,Maintenance,ABC Supplies,Pune WH,270.0,112.0,36.76,198.34,6.0,South,22214.08,4117.12,18096.960000000003,0.4148148148148148,0
ORD003366,,P202,Water Bottle,Stationary,Global Distributors,Chennai WH,502.0,67.0,140.99,177.46,6.0,West,11889.82,9446.33,2443.49,0.13346613545816732,0
ORD003367,,P225,Pen,Stationary,XYZ Traders,Delhi WH,588.0,31.0,196.94,154.92,6.0,North,4802.5199999999995,6105.14,-1302.6200000000008,0.05272108843537415,0
ORD003368,2024-12-14,P165,Water Bottle,Maintenance,Global Distributors,Mumbai WH,443.0,13.0,163.5,339.85,9.0,East,4418.05,2125.5,2292.55,0.029345372460496615,0
ORD003369,,P102,Pen,Maintenance,LMN Corp,Chennai WH,443.0,61.0,125.99,121.14,9.0,North,7389.54,7685.389999999999,-295.84999999999945,0.13769751693002258,0
ORD003370,2024-06-08,P285,Notebook,Maintenance,ABC Supplies,Delhi WH,457.0,91.0,80.95,233.82,6.0,North,21277.62,7366.45,13911.169999999998,0.19912472647702406,0
ORD003351,,P272,Notebook,Maintenance,Global Distributors,Mumbai WH,16.0,33.0,25.59,346.33,6.0,West,11428.89,844.47,10584.42,2.0625,0
ORD003352,,P150,Notebook,Utilities,ABC Supplies,Pune WH,443.0,0.0,166.33,,3.0,West,,0.0,,0.0,0
ORD003353,,P125,Water Bottle,Utilities,Global Distributors,Delhi WH,957.0,12.0,156.3,145.31,3.0,South,1743.72,1875.6000000000001,-131.8800000000001,0.012539184952978056,0
ORD003354,,P236,Marker,Utilities,LMN Corp,Delhi WH,12.0,1.0,52.72,51.55,6.0,East,51.55,52.72,-1.1700000000000017,0.08333333333333333,0
ORD003355,,P206,Pen,Maintenance,LMN Corp,Pune WH,872.0,17.0,195.74,311.18,6.0,East,5290.06,3327.58,1962.4800000000005,0.0194954128440367,0
ORD003356,,P179,Marker,Utilities,LMN Corp,Mumbai WH,0.0,167.0,28.34,110.6,6.0,West,18470.2,4732.78,13737.420000000002,inf,1
ORD003357,,P286,Marker,Stationary,LMN Corp,Pune WH,504.0,0.0,141.2,319.83,6.0,South,0.0,0.0,0.0,0.0,0
ORD003358,2024-04-04,P177,Printer Paper,Utilities,Global Distributors,Mumbai WH,247.0,0.0,61.54,249.33,6.0,East,0.0,0.0,0.0,0.0,0
ORD003359,,P293,Notebook,Stationary,Global Distributors,Mumbai WH,437.0,148.0,16.39,326.71,8.0,West,48353.079999999994,2425.7200000000003,45927.35999999999,0.33867276887871856,0
ORD003360,,P148,Water Bottle,Maintenance,XYZ Traders,Chennai WH,142.0,55.0,61.37,162.39,3.0,East,8931.449999999999,3375.35,5556.0999999999985,0.3873239436619718,0
ORD003341,,P206,Water Bottle,Stationary,XYZ Traders,Mumbai WH,443.0,160.0,117.4,345.04,4.0,North,55206.4,18784.0,36422.4,0.3611738148984199,0
ORD003342,2024-04-05,P147,Pen,Utilities,LMN Corp,Chennai WH,821.0,43.0,122.14,263.67,5.0,East,11337.810000000001,5252.02,6085.790000000001,0.05237515225334957,0
ORD003343,,P246,Printer Paper,Maintenance,Global Distributors,Mumbai WH,627.0,0.0,57.82,132.49,6.0,East,0.0,0.0,0.0,0.0,0
ORD003344,2024-06-06,P116,Printer Paper,Stationary,ABC Supplies,Mumbai WH,143.0,0.0,25.64,168.08,7.0,West,0.0,0.0,0.0,0.0,0
ORD003345,2024-02-25,P280,Printer Paper,Utilities,Global Distributors,Delhi WH,572.0,173.0,26.2,273.95,3.0,East,47393.35,4532.599999999999,42860.75,0.30244755244755245,0
ORD003346,2024-12-14,P290,Cleaning Liquid,Utilities,XYZ Traders,Delhi WH,443.0,138.0,200.64,312.48,6.0,North,43122.240000000005,27688.32,15433.920000000006,0.3115124153498871,0
ORD003347,,P177,Printer Paper,Utilities,XYZ Traders,Delhi WH,561.0,0.0,128.39,,6.0,West,,0.0,,0.0,0
ORD003348,,P263,Marker,Stationary,LMN Corp,Chennai WH,235.0,194.0,10.93,149.62,6.0,West,29026.280000000002,2120.42,26905.86,0.825531914893617,0
ORD003349,2024-01-28,P234,Printer Paper,Maintenance,Global Distributors,Chennai WH,443.0,18.0,17.41,309.22,6.0,West,5565.960000000001,313.38,5252.580000000001,0.040632054176072234,0
ORD003350,2024-08-20,P128,Water Bottle,Utilities,LMN Corp,Delhi WH,443.0,0.0,24.69,324.46,6.0,North,0.0,0.0,0.0,0.0,0
ORD003331,,P262,Water Bottle,Utilities,XYZ Traders,Mumbai WH,426.0,2.0,82.08,274.96,6.0,West,549.92,164.16,385.76,0.004694835680751174,0
ORD003332,2024-01-05,P277,Pen,Stationary,XYZ Traders,Chennai WH,443.0,88.0,130.7,190.34,4.0,North,16749.920000000002,11501.599999999999,5248.320000000003,0.1986455981941309,0
ORD003333,,P268,Pen,Maintenance,Global Distributors,Pune WH,73.0,65.0,65.18,131.77,2.0,East,8565.050000000001,4236.700000000001,4328.35,0.8904109589041096,0
ORD003334,2024-08-28,P162,Marker,Maintenance,ABC Supplies,Chennai WH,295.0,15.0,176.13,72.21,4.0,West,1083.1499999999999,2641.95,-1558.8,0.05084745762711865,0
ORD003335,,P204,Notebook,Stationary,ABC Supplies,Delhi WH,212.0,175.0,126.63,100.58,6.0,East,17601.5,22160.25,-4558.75,0.8254716981132075,0
ORD003336,,P118,Notebook,Maintenance,XYZ Traders,Mumbai WH,77.0,120.0,15.03,,6.0,West,,1803.6,,1.5584415584415585,0
ORD003337,,P254,Water Bottle,Utilities,XYZ Traders,Delhi WH,443.0,112.0,44.15,105.61,7.0,West,11828.32,4944.8,6883.5199999999995,0.2528216704288939,0
ORD003338,2024-09-28,P240,Notebook,Stationary,Global Distributors,Pune WH,530.0,128.0,,349.01,5.0,West,44673.28,,,0.24150943396226415,0
ORD003339,2024-02-26,P176,Pen,Stationary,ABC Supplies,Pune WH,443.0,38.0,102.08,55.59,1.0,East,2112.42,3879.04,-1766.62,0.08577878103837472,0
ORD003340,,P263,Pen,Utilities,LMN Corp,Pune WH,283.0,79.0,114.18,151.49,5.0,West,11967.710000000001,9020.220000000001,2947.49,0.2791519434628975,0
ORD003321,,P255,Cleaning Liquid,Stationary,LMN Corp,Delhi WH,443.0,0.0,160.88,84.61,6.0,South,0.0,0.0,0.0,0.0,0
ORD003322,,P275,Notebook,Utilities,LMN Corp,Delhi WH,217.0,32.0,132.55,101.08,9.0,West,3234.56,4241.6,-1007.0400000000004,0.14746543778801843,0
ORD003323,,P274,Cleaning Liquid,Maintenance,LMN Corp,Mumbai WH,223.0,96.0,202.09,315.58,6.0,North,30295.68,19400.64,10895.04,0.4304932735426009,0
ORD003324,,P226,Pen,Stationary,XYZ Traders,Delhi WH,0.0,62.0,147.94,137.91,5.0,West,8550.42,9172.28,-621.8600000000006,inf,1
ORD003325,,P169,Printer Paper,Stationary,ABC Supplies,Pune WH,443.0,6.0,30.64,247.58,2.0,West,1485.48,183.84,1301.64,0.013544018058690745,0
ORD003326,2024-04-01,P127,Cleaning Liquid,Stationary,LMN Corp,Pune WH,443.0,50.0,209.1,238.74,5.0,West,11937.0,10455.0,1482.0,0.11286681715575621,0
ORD003327,2024-03-18,P118,Water Bottle,Maintenance,LMN Corp,Chennai WH,910.0,77.0,117.47,271.17,6.0,West,20880.09,9045.19,11834.9,0.08461538461538462,0
ORD003328,,P135,Printer Paper,Utilities,XYZ Traders,Chennai WH,333.0,127.0,125.63,124.0,7.0,East,15748.0,15955.01,-207.01000000000022,0.3813813813813814,0
ORD003329,,P295,Printer Paper,Maintenance,ABC Supplies,Chennai WH,443.0,33.0,58.33,81.67,5.0,East,2695.11,1924.8899999999999,770.2200000000003,0.0744920993227991,0
ORD003330,,P149,Printer Paper,Utilities,ABC Supplies,Chennai WH,894.0,197.0,97.18,172.0,7.0,South,33884.0,19144.460000000003,14739.539999999997,0.2203579418344519,0
ORD003311,,P201,Pen,Maintenance,LMN Corp,Pune WH,889.0,101.0,184.33,343.97,7.0,East,34740.97,18617.33,16123.64,0.11361079865016872,0
ORD003312,,P103,Pen,Stationary,Global Distributors,Pune WH,443.0,0.0,191.73,241.01,7.0,South,0.0,0.0,0.0,0.0,0
ORD003313,,P163,Marker,Stationary,XYZ Traders,Chennai WH,443.0,49.0,63.46,309.38,6.0,South,15159.619999999999,3109.54,12050.079999999998,0.11060948081264109,0
ORD003314,,P141,Printer Paper,Maintenance,ABC Supplies,Delhi WH,443.0,112.0,28.64,258.96,9.0,West,29003.519999999997,3207.6800000000003,25795.839999999997,0.2528216704288939,0
ORD003315,,P149,Pen,Maintenance,ABC Supplies,Pune WH,443.0,33.0,37.23,67.18,5.0,East,2216.94,1228.59,988.3500000000001,0.0744920993227991,0
ORD003316,,P161,Marker,Maintenance,Global Distributors,Chennai WH,966.0,12.0,20.32,181.15,6.0,East,2173.8,243.84,1929.9600000000003,0.012422360248447204,0
ORD003317,,P295,Water Bottle,Utilities,LMN Corp,Pune WH,505.0,35.0,173.01,312.59,4.0,South,10940.65,6055.349999999999,4885.3,0.06930693069306931,0
ORD003318,2024-03-05,P127,Printer Paper,Utilities,XYZ Traders,Mumbai WH,349.0,80.0,179.27,186.72,6.0,South,14937.6,14341.6,596.0,0.22922636103151864,0
ORD003319,,P119,Pen,Utilities,Global Distributors,Mumbai WH,443.0,133.0,19.21,304.58,6.0,South,40509.14,2554.9300000000003,37954.21,0.3002257336343115,0
ORD003320,,P199,Pen,Maintenance,XYZ Traders,Pune WH,145.0,138.0,55.93,85.95,4.0,East,11861.1,7718.34,4142.76,0.9517241379310345,0
ORD003301,2024-02-05,P161,Notebook,Stationary,Global Distributors,Pune WH,443.0,169.0,33.85,238.83,10.0,West,40362.270000000004,5720.650000000001,34641.62,0.38148984198645597,0
ORD003302,2024-12-24,P250,Water Bottle,Maintenance,Global Distributors,Delhi WH,52.0,158.0,159.95,80.88,2.0,West,12779.039999999999,25272.1,-12493.06,3.0384615384615383,0
ORD003303,,P173,Marker,Stationary,XYZ Traders,Delhi WH,799.0,133.0,193.58,185.45,6.0,East,24664.85,25746.140000000003,-1081.2900000000045,0.16645807259073842,0
ORD003304,,P215,Printer Paper,Stationary,Global Distributors,Pune WH,692.0,102.0,10.43,172.57,10.0,North,17602.14,1063.86,16538.28,0.14739884393063585,0
ORD003305,,P216,Notebook,Stationary,ABC Supplies,Pune WH,758.0,183.0,16.54,160.35,10.0,East,29344.05,3026.8199999999997,26317.23,0.24142480211081793,0
ORD003306,,P192,Water Bottle,Utilities,LMN Corp,Pune WH,443.0,51.0,154.08,162.0,3.0,West,8262.0,7858.080000000001,403.91999999999916,0.11512415349887133,0
ORD003307,,P151,Printer Paper,Utilities,LMN Corp,Chennai WH,393.0,156.0,156.34,313.03,6.0,South,48832.67999999999,24389.04,24443.639999999992,0.3969465648854962,0
ORD003308,,P221,Printer Paper,Maintenance,XYZ Traders,Chennai WH,443.0,65.0,168.59,90.32,6.0,South,5870.799999999999,10958.35,-5087.550000000001,0.14672686230248308,0
ORD003309,,P115,Marker,Stationary,XYZ Traders,Delhi WH,538.0,188.0,13.0,293.59,3.0,West,55194.92,2444.0,52750.92,0.34944237918215615,0
ORD003310,2024-08-10,P276,Marker,Stationary,XYZ Traders,Pune WH,229.0,132.0,108.6,165.91,6.0,East,21900.12,14335.199999999999,7564.92,0.5764192139737991,0
ORD003491,,P139,Water Bottle,Utilities,Global Distributors,Delhi WH,443.0,0.0,,190.76,9.0,South,0.0,,,0.0,0
ORD003492,,P228,Cleaning Liquid,Stationary,ABC Supplies,Chennai WH,30.0,117.0,19.43,226.6,1.0,West,26512.2,2273.31,24238.89,3.9,0
ORD003493,2024-12-19,P207,Water Bottle,Stationary,ABC Supplies,Mumbai WH,0.0,136.0,107.47,84.89,3.0,South,11545.04,14615.92,-3070.879999999999,inf,1
ORD003494,2024-03-18,P270,Marker,Utilities,ABC Supplies,Chennai WH,331.0,41.0,110.02,241.0,1.0,South,9881.0,4510.82,5370.18,0.12386706948640483,0
ORD003495,,P211,Printer Paper,Utilities,Global Distributors,Mumbai WH,948.0,196.0,153.61,289.92,6.0,South,56824.32,30107.56,26716.76,0.20675105485232068,0
ORD003496,,P184,Marker,Stationary,XYZ Traders,Delhi WH,974.0,3.0,135.57,279.69,2.0,West,839.0699999999999,406.71,432.35999999999996,0.003080082135523614,0
ORD003497,,P103,Cleaning Liquid,Utilities,LMN Corp,Mumbai WH,443.0,109.0,123.9,315.39,1.0,West,34377.51,13505.1,20872.410000000003,0.24604966139954854,0
ORD003498,,P266,Printer Paper,Maintenance,ABC Supplies,Pune WH,32.0,134.0,29.87,,6.0,East,,4002.58,,4.1875,0
ORD003499,2024-08-08,P224,Notebook,Utilities,XYZ Traders,Pune WH,102.0,45.0,19.88,317.87,9.0,East,14304.15,894.5999999999999,13409.55,0.4411764705882353,0
ORD003500,,P166,Marker,Maintenance,LMN Corp,Mumbai WH,470.0,11.0,97.97,,6.0,South,,1077.67,,0.023404255319148935,0
ORD003481,,P215,Water Bottle,Utilities,LMN Corp,Pune WH,681.0,17.0,134.34,58.46,5.0,South,993.82,2283.78,-1289.96,0.024963289280469897,0
ORD003482,2024-11-24,P118,Water Bottle,Utilities,ABC Supplies,Chennai WH,120.0,76.0,92.3,163.26,6.0,South,12407.759999999998,7014.8,5392.959999999998,0.6333333333333333,0
ORD003483,,P175,Water Bottle,Maintenance,XYZ Traders,Pune WH,443.0,90.0,171.57,138.65,2.0,East,12478.5,15441.3,-2962.7999999999993,0.20316027088036118,0
ORD003484,,P128,Notebook,Utilities,LMN Corp,Pune WH,443.0,47.0,190.05,335.55,5.0,West,15770.85,8932.35,6838.5,0.10609480812641084,0
ORD003485,2024-05-13,P245,Marker,Utilities,ABC Supplies,Pune WH,901.0,168.0,198.62,,10.0,West,,33368.16,,0.1864594894561598,0
ORD003486,,P111,Notebook,Maintenance,XYZ Traders,Delhi WH,0.0,0.0,64.44,203.39,7.0,North,0.0,0.0,0.0,,1
ORD003487,,P299,Water Bottle,Stationary,XYZ Traders,Pune WH,200.0,42.0,79.81,266.39,10.0,West,11188.38,3352.02,7836.359999999999,0.21,0
ORD003488,,P163,Water Bottle,Stationary,LMN Corp,Chennai WH,417.0,43.0,64.98,126.51,10.0,East,5439.93,2794.1400000000003,2645.79,0.10311750599520383,0
ORD003489,2024-01-20,P267,Printer Paper,Utilities,ABC Supplies,Chennai WH,619.0,169.0,187.01,109.93,6.0,East,18578.170000000002,31604.69,-13026.519999999997,0.2730210016155089,0
