order_id,order_date,product_id,product_name,category,supplier_name,warehouse,stock_quantity,order_quantity,cost_price,selling_price,delivery_days,region
ORD003369,,P102,Pen,Maintenance,"LMN Corp","Chennai WH",NULL,61,125.99,121.14,9,North
ORD003370,2024/06/08,P285,Notebook,Maintenance,"ABC Supplies","Delhi WH",457,91,80.95,233.82,two,North
ORD003351,06/01/2024,P272,Notebook,Maintenance,"Global Distributors","Mumbai WH",16,33,25.59,346.33,,West
ORD003352,,P150,Notebook,Utilities,"ABC Supplies","Pune WH",?,NULL,166.33,NULL,3,West
ORD003353,10/12/2024,P125,"Water Bottle",Utilities,"Global Distributors","Delhi WH",957,12,156.3,145.31,3,South
ORD003354,15/12/2024,P236,Marker,Utilities,"LMN Corp","Delhi WH",12,1,52.72,51.55,,East
ORD003355,,P206,Pen,Maintenance,"LMN Corp","Pune WH",872,17,195.74,311.18,,East
ORD003356,,P179,Marker,Utilities,"LMN Corp","Mumbai WH",-50,167,28.34,110.6,,West
ORD003357,2024-13-01,P286,Marker,Stationary,"LMN Corp","Pune WH",504,0,141.2,319.83,,South
ORD003358,2024/04/04,P177,"Printer Paper",Utilities,"Global Distributors","Mumbai WH",247,0,61.54,249.33,6,East
ORD003359,,P293,Notebook,Stationary,"Global Distributors","Mumbai WH",437,148,16.39,326.71,8,West
ORD003360,,P148,"Water Bottle",Maintenance,"XYZ Traders","Chennai WH",142,55,61.37,162.39,3,East
ORD003341,2024-13-01,P206,"Water Bottle",Stationary,"XYZ Traders","Mumbai WH",NULL,160,117.4,345.04,4,North
ORD003342,2024/04/05,P147,Pen,Utilities,"LMN Corp","Chennai WH",821,43,122.14,263.67,5,East
ORD003343,2024-11-14,P246,"Printer Paper",Maintenance,"Global Distributors","Mumbai WH",627,NULL,57.82,132.49,,East
ORD003344,2024/06/06,P116,"Printer Paper",Stationary,"ABC Supplies","Mumbai WH",143,NULL,25.64,168.08,7,West
ORD003345,2024/02/25,P280,"Printer Paper",Utilities,"Global Distributors","Delhi WH",572,173,26.2,273.95,3,East
ORD003346,2024/12/14,P290,"Cleaning Liquid",Utilities,"XYZ Traders","Delhi WH",?,138,200.64,312.48,,North
ORD003347,,P177,"Printer Paper",Utilities,"XYZ Traders","Delhi WH",561,0,128.39,NULL,,West
ORD003348,,P263,Marker,Stationary,"LMN Corp","Chennai WH",235,194,10.93,149.62,6,West
ORD003349,2024/01/28,P234,"Printer Paper",Maintenance,"Global Distributors","Chennai WH",?,18,17.41,309.22,,West
ORD003350,2024/08/20,P128,"Water Bottle",Utilities,"LMN Corp","Delhi WH",NULL,0,24.69,324.46,6,North
ORD003331,2024-13-01,P262,"Water Bottle",Utilities,"XYZ Traders","Mumbai WH",426,2,82.08,274.96,,West
ORD003332,2024/01/05,P277,Pen,Stationary,"XYZ Traders","Chennai WH",NULL,88,130.7,190.34,4,North
ORD003333,,P268,Pen,Maintenance,"Global Distributors","Pune WH",73,65,65.18,131.77,2,East
ORD003334,2024/08/28,P162,Marker,Maintenance,"ABC Supplies","Chennai WH",295,15,176.13,72.21,4,West
ORD003335,,P204,Notebook,Stationary,"ABC Supplies","Delhi WH",212,175,126.63,100.58,two,East
ORD003336,2024-13-01,P118,Notebook,Maintenance,"XYZ Traders","Mumbai WH",77,120,15.03,NULL,two,West
ORD003337,13/05/2024,P254,"Water Bottle",Utilities,"XYZ Traders","Delhi WH",?,112,44.15,105.61,7,West
ORD003338,2024/09/28,P240,Notebook,Stationary,"Global Distributors","Pune WH",530,128,?,349.01,5,West
ORD003339,2024/02/26,P176,Pen,Stationary,"ABC Supplies","Pune WH",NULL,38,102.08,55.59,1,East
ORD003340,2024-13-01,P263,Pen,Utilities,"LMN Corp","Pune WH",283,79,114.18,151.49,5,West
ORD003321,,P255,"Cleaning Liquid",Stationary,"LMN Corp","Delhi WH",NULL,NULL,160.88,84.61,6,South
ORD003322,,P275,Notebook,Utilities,"LMN Corp","Delhi WH",217,32,132.55,101.08,9,West
ORD003323,27/06/2024,P274,"Cleaning Liquid",Maintenance,"LMN Corp","Mumbai WH",223,96,202.09,315.58,,North
ORD003324,,P226,Pen,Stationary,"XYZ Traders","Delhi WH",-50,62,147.94,137.91,5,West
ORD003325,2024-13-01,P169,"Printer Paper",Stationary,"ABC Supplies","Pune WH",NULL,6,30.64,247.58,2,West
ORD003326,2024/04/01,P127,"Cleaning Liquid",Stationary,"LMN Corp","Pune WH",NULL,50,209.1,238.74,5,West
ORD003327,2024/03/18,P118,"Water Bottle",Maintenance,"LMN Corp","Chennai WH",910,77,117.47,271.17,,West
ORD003328,,P135,"Printer Paper",Utilities,"XYZ Traders","Chennai WH",333,127,125.63,124,7,East
ORD003329,,P295,"Printer Paper",Maintenance,"ABC Supplies","Chennai WH",NULL,33,58.33,81.67,5,East
ORD003330,2024-13-01,P149,"Printer Paper",Utilities,"ABC Supplies","Chennai WH",894,197,97.18,172,7,South
ORD003311,,P201,Pen,Maintenance,"LMN Corp","Pune WH",889,101,184.33,343.97,7,East
ORD003312,2024-07-17,P103,Pen,Stationary,"Global Distributors","Pune WH",NULL,0,191.73,241.01,7,South
ORD003313,2024-13-01,P163,Marker,Stationary,"XYZ Traders","Chennai WH",NULL,49,63.46,309.38,,South
ORD003314,2024-13-01,P141,"Printer Paper",Maintenance,"ABC Supplies","Delhi WH",?,112,28.64,258.96,9,West
ORD003315,2024-13-01,P149,Pen,Maintenance,"ABC Supplies","Pune WH",NULL,33,37.23,67.18,5,East
ORD003316,,P161,Marker,Maintenance,"Global Distributors","Chennai WH",966,12,20.32,181.15,two,East
ORD003317,25/01/2024,P295,"Water Bottle",Utilities,"LMN Corp","Pune WH",505,35,173.01,312.59,4,South
ORD003318,2024/03/05,P127,"Printer Paper",Utilities,"XYZ Traders","Mumbai WH",349,80,179.27,186.72,,South
ORD003319,2024-13-01,P119,Pen,Utilities,"Global Distributors","Mumbai WH",NULL,133,19.21,304.58,two,South
ORD003320,,P199,Pen,Maintenance,"XYZ Traders","Pune WH",145,138,55.93,85.95,4,East
ORD003301,2024/02/05,P161,Notebook,Stationary,"Global Distributors","Pune WH",?,169,33.85,238.83,10,West
ORD003302,2024/12/24,P250,"Water Bottle",Maintenance,"Global Distributors","Delhi WH",52,158,159.95,80.88,2,West
ORD003303,,P173,Marker,Stationary,"XYZ Traders","Delhi WH",799,133,193.58,185.45,6,East
ORD003304,28/07/2024,P215,"Printer Paper",Stationary,"Global Distributors","Pune WH",692,102,10.43,172.57,10,North
ORD003305,,P216,Notebook,Stationary,"ABC Supplies","Pune WH",758,183,16.54,160.35,10,East
ORD003306,,P192,"Water Bottle",Utilities,"LMN Corp","Pune WH",NULL,51,154.08,162,3,West
ORD003307,,P151,"Printer Paper",Utilities,"LMN Corp","Chennai WH",393,156,156.34,313.03,,South
ORD003308,2024-13-01,P221,"Printer Paper",Maintenance,"XYZ Traders","Chennai WH",NULL,65,168.59,90.32,6,South
ORD003309,,P115,Marker,Stationary,"XYZ Traders","Delhi WH",538,188,13,293.59,3,West
ORD003310,2024/08/10,P276,Marker,Stationary,"XYZ Traders","Pune WH",229,132,108.6,165.91,two,East
ORD003491,,P139,"Water Bottle",Utilities,"Global Distributors","Delhi WH",NULL,0,?,190.76,9,South
ORD003492,27/05/2024,P228,"Cleaning Liquid",Stationary,"ABC Supplies","Chennai WH",30,117,19.43,226.6,1,West
ORD003493,2024/12/19,P207,"Water Bottle",Stationary,"ABC Supplies","Mumbai WH",-50,136,107.47,84.89,3,South
ORD003494,2024/03/18,P270,Marker,Utilities,"ABC Supplies","Chennai WH",331,41,110.02,241,1,South
ORD003495,,P211,"Printer Paper",Utilities,"Global Distributors","Mumbai WH",948,196,153.61,289.92,two,South
ORD003496,2024-06-24,P184,Marker,Stationary,"XYZ Traders","Delhi WH",974,3,135.57,279.69,2,West
ORD003497,,P103,"Cleaning Liquid",Utilities,"LMN Corp","Mumbai WH",?,109,123.9,315.39,1,West
ORD003498,2024-13-01,P266,"Printer Paper",Maintenance,"ABC Supplies","Pune WH",32,134,29.87,NULL,,East
ORD003499,2024/08/08,P224,Notebook,Utilities,"XYZ Traders","Pune WH",102,45,19.88,317.87,9,East
ORD003500,2024-13-01,P166,Marker,Maintenance,"LMN Corp","Mumbai WH",470,11,97.97,NULL,,South
ORD003481,,P215,"Water Bottle",Utilities,"LMN Corp","Pune WH",681,17,134.34,58.46,5,South
ORD003482,2024/11/24,P118,"Water Bottle",Utilities,"ABC Supplies","Chennai WH",120,76,92.3,163.26,6,South
ORD003483,,P175,"Water Bottle",Maintenance,"XYZ Traders","Pune WH",NULL,90,171.57,138.65,2,East
ORD003484,2024-13-01,P128,Notebook,Utilities,"LMN Corp","Pune WH",?,47,190.05,335.55,5,West
ORD003485,2024/05/13,P245,Marker,Utilities,"ABC Supplies","Pune WH",901,168,198.62,NULL,10,West
ORD003486,10/09/2024,P111,Notebook,Maintenance,"XYZ Traders","Delhi WH",-50,0,64.44,203.39,7,North
ORD003487,19/09/2024,P299,"Water Bottle",Stationary,"XYZ Traders","Pune WH",200,42,79.81,266.39,10,West
ORD003488,05/12/2024,P163,"Water Bottle",Stationary,"LMN Corp","Chennai WH",417,43,64.98,126.51,10,East
ORD003489,2024/01/20,P267,"Printer Paper",Utilities,"ABC Supplies","Chennai WH",619,169,187.01,109.93,two,East
ORD003490,,P293,Notebook,Utilities,"XYZ Traders","Pune WH",?,4,195.99,192.21,10,East
ORD003471,2024/04/29,P197,Pen,Maintenance,"Global Distributors","Chennai WH",795,70,84.29,312.41,5,North
ORD003472,,P251,"Printer Paper",Stationary,"LMN Corp","Mumbai WH",532,17,60.26,348.92,4,East
ORD003473,2024/03/14,P144,Marker,Maintenance,"Global Distributors","Mumbai WH",NULL,116,67.05,NULL,5,South
ORD003474,2024/02/29,P151,"Water Bottle",Stationary,"Global Distributors","Chennai WH",244,153,195.39,264.54,8,West
ORD003475,,P104,"Water Bottle",Maintenance,"ABC Supplies","Pune WH",556,138,144,201.37,10,West
ORD003476,,P292,Notebook,Utilities,"LMN Corp","Pune WH",464,10,76.99,313.39,two,South
ORD003477,07/10/2024,P177,Marker,Maintenance,"Global Distributors","Pune WH",621,23,129.3,126.07,8,North
ORD003478,08/12/2024,P150,Pen,Utilities,"XYZ Traders","Pune WH",773,191,38.71,76.18,7,West
ORD003479,2024/08/10,P265,Notebook,Stationary,"XYZ Traders","Mumbai WH",258,168,17.3,89.38,,West
ORD003480,2024-13-01,P125,Pen,Utilities,"XYZ Traders","Mumbai WH",389,182,151.58,122.06,,South
ORD003461,2024-12-19,P157,Marker,Maintenance,"XYZ Traders","Delhi WH",508,191,178.49,169.76,,West
ORD003462,2024-13-01,P209,Marker,Maintenance,"ABC Supplies","Delhi WH",73,24,?,332.66,1,North
ORD003463,14/11/2024,P155,"Water Bottle",Stationary,"Global Distributors","Mumbai WH",NULL,NULL,92.73,261.53,7,North
ORD003464,,P261,"Printer Paper",Maintenance,"LMN Corp","Chennai WH",?,90,199.08,321.59,5,East
ORD003465,,P177,"Printer Paper",Stationary,"Global Distributors","Chennai WH",-50,162,168.63,NULL,3,West
ORD003466,2024/09/12,P100,"Cleaning Liquid",Utilities,"Global Distributors","Chennai WH",180,65,49.49,285.81,,North
ORD003467,,P153,"Cleaning Liquid",Stationary,"LMN Corp","Chennai WH",330,189,113.93,150.5,3,West
ORD003468,2024-13-01,P141,"Cleaning Liquid",Maintenance,"Global Distributors","Mumbai WH",488,0,66.43,61.81,3,South
ORD003469,,P179,Marker,Utilities,"LMN Corp","Delhi WH",?,113,86.13,81.45,6,East
ORD003470,2024/07/03,P275,"Cleaning Liquid",Maintenance,"ABC Supplies","Delhi WH",192,132,209.41,337.86,9,North
ORD003451,,P220,Marker,Maintenance,"XYZ Traders","Mumbai WH",280,184,143.08,151.15,5,East
ORD003452,2024/12/21,P284,"Water Bottle",Maintenance,"XYZ Traders","Mumbai WH",423,178,131.34,201.73,,East
ORD003453,2024-02-22,P253,Pen,Maintenance,"XYZ Traders","Mumbai WH",877,178,127.46,92.06,1,East
ORD003454,2024/01/25,P267,"Cleaning Liquid",Utilities,"ABC Supplies","Mumbai WH",?,175,175.89,309.04,8,West
ORD003455,29/06/2024,P299,Pen,Utilities,"Global Distributors","Pune WH",NULL,121,202.05,285.08,1,South
ORD003456,,P202,"Printer Paper",Stationary,"Global Distributors","Pune WH",989,160,116.54,319.15,3,South
ORD003457,2024/04/15,P229,Pen,Maintenance,"XYZ Traders","Pune WH",332,0,76.51,98.95,,West
ORD003458,2024/11/23,P203,"Cleaning Liquid",Maintenance,"Global Distributors","Pune WH",?,71,168.46,NULL,,West
ORD003459,2024/08/27,P284,Marker,Utilities,"XYZ Traders","Chennai WH",457,43,136.71,68.78,3,South
ORD003460,,P184,"Printer Paper",Utilities,"ABC Supplies","Chennai WH",NULL,21,?,88.13,two,West
ORD003441,,P161,Marker,Utilities,"LMN Corp","Delhi WH",163,60,?,267.61,9,North
ORD003442,2024/11/04,P273,"Water Bottle",Utilities,"XYZ Traders","Pune WH",455,129,150.88,215.55,,West
ORD003443,2024/10/24,P170,Notebook,Utilities,"LMN Corp","Mumbai WH",NULL,130,153,263.5,,South
ORD003444,2024/10/19,P239,"Printer Paper",Stationary,"ABC Supplies","Delhi WH",931,74,179.5,268.33,two,West
ORD003445,2024/12/14,P102,Notebook,Maintenance,"XYZ Traders","Chennai WH",?,0,60.05,195.29,two,East
ORD003446,2024-13-01,P105,"Printer Paper",Utilities,"LMN Corp","Pune WH",413,194,150.61,234.66,6,North
ORD003447,2024/12/22,P143,"Printer Paper",Stationary,"ABC Supplies","Pune WH",NULL,109,119.14,180.42,10,South
ORD003448,2024/06/30,P211,Notebook,Maintenance,"Global Distributors","Chennai WH",198,153,102.3,314.91,6,East
ORD003449,2024-13-01,P236,Notebook,Stationary,"LMN Corp","Mumbai WH",-50,136,80.29,213.18,,South
ORD003450,2024/05/27,P243,Pen,Maintenance,"LMN Corp","Mumbai WH",67,66,199.79,55.07,5,South
ORD003431,28/10/2024,P224,Marker,Stationary,"XYZ Traders","Mumbai WH",NULL,19,48.34,278.14,1,East
ORD003432,2024-13-01,P167,Notebook,Stationary,"LMN Corp","Pune WH",550,119,95.19,269.48,,South
ORD003433,,P221,Pen,Maintenance,"Global Distributors","Mumbai WH",119,2,157.1,307.36,9,West
ORD003434,2024-13-01,P195,Notebook,Maintenance,"LMN Corp","Chennai WH",354,NULL,179.35,57.05,6,North
ORD003435,2024-13-01,P196,Notebook,Maintenance,"ABC Supplies","Pune WH",391,0,135.17,153.93,2,East
ORD003436,17/02/2024,P120,"Printer Paper",Stationary,"Global Distributors","Mumbai WH",NULL,12,130.35,316.84,8,West
ORD003437,2024/02/08,P233,"Printer Paper",Stationary,"LMN Corp","Mumbai WH",171,194,94.56,129.46,10,East
ORD003438,2024-13-01,P234,"Cleaning Liquid",Stationary,"Global Distributors","Pune WH",NULL,0,132.07,64.32,4,North
ORD003439,09/08/2024,P194,Marker,Utilities,"ABC Supplies","Chennai WH",144,144,95.83,242.19,9,West
ORD003440,20/05/2024,P196,Notebook,Maintenance,"LMN Corp","Pune WH",493,114,180.61,71.74,4,South
ORD003421,29/09/2024,P169,Pen,Utilities,"LMN Corp","Pune WH",NULL,0,20.14,225.93,4,East
ORD003422,2024/09/18,P124,Pen,Maintenance,"ABC Supplies","Delhi WH",45,NULL,142.15,174.41,8,East
ORD003423,2024/08/10,P121,"Water Bottle",Stationary,"Global Distributors","Mumbai WH",?,166,120.5,347.67,3,East
ORD003424,18/01/2024,P299,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",761,27,180.45,334.21,10,South
ORD003425,,P101,"Cleaning Liquid",Stationary,"Global Distributors","Chennai WH",-50,189,188.6,181.82,4,East
ORD003426,2024-13-01,P279,Pen,Utilities,"LMN Corp","Mumbai WH",NULL,5,47.75,149.25,10,West
ORD003427,2024/06/15,P132,Pen,Maintenance,"XYZ Traders","Delhi WH",723,187,189.67,245.66,2,East
ORD003428,,P192,Marker,Utilities,"LMN Corp","Pune WH",759,53,15.1,75.29,1,North
ORD003429,2024-13-01,P264,Pen,Maintenance,"LMN Corp","Delhi WH",512,109,195.09,243.23,7,North
ORD003430,,P208,"Cleaning Liquid",Utilities,"LMN Corp","Delhi WH",?,121,26.01,63.56,,South
ORD003411,2024-13-01,P230,"Cleaning Liquid",Utilities,"ABC Supplies","Chennai WH",2,24,171.86,132.3,2,West
ORD003412,2024-12-07,P147,Pen,Stationary,"Global Distributors","Pune WH",952,189,66.92,311.72,,North
ORD003413,2024/09/15,P295,"Water Bottle",Maintenance,"ABC Supplies","Chennai WH",279,55,203.63,315.47,,West
ORD003414,2024-13-01,P244,Pen,Utilities,"LMN Corp","Chennai WH",764,52,55.36,334.8,7,North
ORD003415,2024/08/13,P167,"Water Bottle",Stationary,"ABC Supplies","Chennai WH",-50,50,147.64,288.44,two,East
ORD003416,2024/04/28,P175,"Cleaning Liquid",Utilities,"XYZ Traders","Mumbai WH",502,151,193.31,234.17,8,North
ORD003417,2024/06/15,P114,"Cleaning Liquid",Maintenance,"Global Distributors","Pune WH",518,40,181.15,174.87,4,West
ORD003418,,P238,"Cleaning Liquid",Maintenance,"Global Distributors","Mumbai WH",342,90,79.62,206.61,2,West
ORD003419,2024/01/06,P148,Notebook,Stationary,"ABC Supplies","Pune WH",885,48,209.78,293.35,2,South
ORD003420,2024-13-01,P177,Notebook,Stationary,"ABC Supplies","Chennai WH",NULL,0,105.03,321.41,4,West
ORD003401,,P136,"Cleaning Liquid",Stationary,"LMN Corp","Pune WH",949,126,?,74.75,5,North
ORD003402,2024/03/03,P115,"Cleaning Liquid",Stationary,"Global Distributors","Mumbai WH",-50,17,91.34,329.46,,South
ORD003403,,P192,Pen,Maintenance,"LMN Corp","Delhi WH",-50,0,76.64,52.82,,South
ORD003404,2024-13-01,P213,Notebook,Maintenance,"ABC Supplies","Chennai WH",NULL,108,?,194.25,9,South
ORD003405,03/11/2024,P295,Pen,Maintenance,"XYZ Traders","Mumbai WH",884,106,88.27,248.21,,North
ORD003406,2024/12/14,P148,Pen,Maintenance,"Global Distributors","Chennai WH",NULL,109,120.26,207.92,,North
ORD003407,26/10/2024,P108,"Water Bottle",Utilities,"LMN Corp","Pune WH",342,158,60.18,235.89,8,West
ORD003408,2024/07/21,P217,Notebook,Utilities,"ABC Supplies","Mumbai WH",309,85,141.73,247.35,4,East
ORD003409,,P116,Marker,Utilities,"XYZ Traders","Chennai WH",447,85,?,133.43,7,North
ORD003410,,P224,Marker,Utilities,"XYZ Traders","Delhi WH",NULL,134,160.88,138.48,9,East
ORD003591,2024/05/25,P179,"Water Bottle",Maintenance,"LMN Corp","Pune WH",?,NULL,131.74,150.02,4,North
ORD003592,2024-13-01,P261,Pen,Utilities,"Global Distributors","Mumbai WH",-50,193,120.33,280.64,5,North
ORD003593,23/09/2024,P159,Notebook,Utilities,"Global Distributors","Chennai WH",140,116,52.52,286.36,,North
ORD003594,2024-13-01,P151,"Cleaning Liquid",Maintenance,"LMN Corp","Mumbai WH",410,29,98.04,62.63,7,South
ORD003595,,P104,Marker,Maintenance,"LMN Corp","Mumbai WH",85,53,53.17,252.09,6,West
ORD003596,2024/03/27,P171,"Printer Paper",Stationary,"XYZ Traders","Mumbai WH",826,91,176.74,268.29,10,South
ORD003597,24/09/2024,P182,"Cleaning Liquid",Stationary,"ABC Supplies","Pune WH",905,0,54.16,NULL,4,West
ORD003598,,P281,"Printer Paper",Utilities,"XYZ Traders","Pune WH",625,15,157.05,132.74,7,North
ORD003599,2024/10/07,P241,Notebook,Stationary,"LMN Corp","Chennai WH",585,90,32.29,60.43,1,West
ORD003600,,P265,Marker,Stationary,"Global Distributors","Chennai WH",85,28,131.48,123.47,,West
ORD003581,2024/10/29,P226,"Water Bottle",Utilities,"XYZ Traders","Delhi WH",NULL,114,187.26,253.83,7,South
ORD003582,2024/02/19,P233,"Cleaning Liquid",Utilities,"XYZ Traders","Pune WH",?,0,155.48,130.08,3,South
ORD003583,29/02/2024,P156,"Cleaning Liquid",Maintenance,"XYZ Traders","Pune WH",371,58,25.88,310.79,two,East
ORD003584,2024-13-01,P172,Marker,Utilities,"LMN Corp","Mumbai WH",201,75,?,305.19,9,North
ORD003585,27/04/2024,P192,Pen,Stationary,"LMN Corp","Chennai WH",475,108,176.34,328.49,,West
ORD003586,2024/11/22,P132,"Printer Paper",Stationary,"LMN Corp","Mumbai WH",634,123,118.75,281.73,two,East
ORD003587,,P184,"Printer Paper",Maintenance,"Global Distributors","Mumbai WH",29,102,195.95,59.96,two,North
ORD003588,11/09/2024,P139,"Cleaning Liquid",Maintenance,"LMN Corp","Pune WH",NULL,43,12.91,151.58,two,North
ORD003589,,P201,"Cleaning Liquid",Utilities,"Global Distributors","Delhi WH",314,0,203.85,61.51,two,West
ORD003590,2024-13-01,P168,Pen,Stationary,"Global Distributors","Chennai WH",261,182,162.75,133.51,two,North
ORD003571,2024/02/17,P200,"Printer Paper",Stationary,"XYZ Traders","Mumbai WH",956,36,67.84,306.98,two,South
ORD003572,2024/09/17,P170,Marker,Maintenance,"ABC Supplies","Chennai WH",-50,23,38.56,246.96,two,West
ORD003573,2024-13-01,P227,Pen,Utilities,"LMN Corp","Chennai WH",434,168,74.77,226.34,1,South
ORD003574,2024-12-17,P296,"Printer Paper",Stationary,"LMN Corp","Pune WH",NULL,NULL,92.7,174.15,,West
ORD003575,2024-13-01,P215,Marker,Utilities,"ABC Supplies","Pune WH",905,30,39.49,178.06,5,West
ORD003576,2024-13-01,P102,Marker,Stationary,"XYZ Traders","Chennai WH",685,19,117.35,143.43,,West
ORD003577,,P144,Marker,Utilities,"XYZ Traders","Mumbai WH",-50,136,19.07,271.6,9,North
ORD003578,2024/06/04,P233,"Printer Paper",Stationary,"XYZ Traders","Chennai WH",NULL,90,97.99,132.24,9,North
ORD003579,,P250,"Printer Paper",Stationary,"XYZ Traders","Pune WH",810,164,134.51,180.09,5,West
ORD003580,,P207,"Printer Paper",Maintenance,"XYZ Traders","Delhi WH",NULL,NULL,161.4,158.85,,South
ORD003561,2024/04/01,P226,Pen,Stationary,"XYZ Traders","Chennai WH",-50,134,139.62,122.94,1,East
ORD003562,2024/05/26,P115,Notebook,Maintenance,"Global Distributors","Delhi WH",909,158,34.73,112.88,5,South
ORD003563,2024/08/08,P175,"Printer Paper",Stationary,"Global Distributors","Mumbai WH",593,68,136.11,319.86,9,East
ORD003564,2024-13-01,P167,Marker,Maintenance,"Global Distributors","Pune WH",300,27,93.08,243.3,7,East
ORD003565,2024/10/24,P261,Marker,Utilities,"Global Distributors","Chennai WH",?,64,27.56,280.41,8,North
ORD003566,2024/04/25,P146,Notebook,Utilities,"XYZ Traders","Delhi WH",798,140,22.36,300.52,3,North
ORD003567,18/05/2024,P218,"Water Bottle",Stationary,"ABC Supplies","Pune WH",739,18,?,198.25,,West
ORD003568,23/01/2024,P146,"Cleaning Liquid",Stationary,"ABC Supplies","Chennai WH",644,53,74.7,273,4,North
ORD003569,,P139,Pen,Maintenance,"Global Distributors","Pune WH",194,75,70.96,170.44,2,West
ORD003570,,P164,Marker,Maintenance,"ABC Supplies","Mumbai WH",?,99,94.46,213.8,2,East
ORD003551,2024-13-01,P288,Pen,Stationary,"LMN Corp","Mumbai WH",989,37,33.39,207.47,2,East
ORD003552,2024/07/09,P100,Pen,Stationary,"LMN Corp","Chennai WH",289,94,112.81,210.32,10,West
ORD003553,13/01/2024,P258,"Cleaning Liquid",Maintenance,"ABC Supplies","Pune WH",397,195,88.48,244.43,3,West
ORD003554,,P212,"Cleaning Liquid",Utilities,"XYZ Traders","Chennai WH",?,23,86.22,106.66,,East
ORD003555,,P151,"Cleaning Liquid",Maintenance,"XYZ Traders","Chennai WH",720,39,55.27,210.18,,South
ORD003556,2024/07/04,P182,Marker,Utilities,"LMN Corp","Pune WH",40,37,159.72,208.73,3,West
ORD003557,,P228,"Water Bottle",Stationary,"ABC Supplies","Mumbai WH",584,19,40.42,58.15,,North
ORD003558,,P161,"Cleaning Liquid",Utilities,"LMN Corp","Pune WH",747,187,75.42,278.31,7,East
ORD003559,,P137,"Water Bottle",Maintenance,"LMN Corp","Pune WH",NULL,55,47.15,57.11,10,South
ORD003560,2024/03/09,P283,"Printer Paper",Utilities,"LMN Corp","Chennai WH",959,157,115.25,322.89,10,West
ORD003541,06/12/2024,P168,"Cleaning Liquid",Utilities,"LMN Corp","Mumbai WH",NULL,32,64.11,254.77,10,West
ORD003542,2024/06/16,P214,Pen,Maintenance,"ABC Supplies","Mumbai WH",382,165,40.98,201.73,7,South
ORD003543,2024/04/06,P169,"Cleaning Liquid",Utilities,"XYZ Traders","Pune WH",268,76,188.35,203.69,10,East
ORD003544,25/06/2024,P265,"Water Bottle",Maintenance,"LMN Corp","Pune WH",60,32,100.69,97.78,1,South
ORD003545,2024/07/03,P209,Notebook,Utilities,"LMN Corp","Delhi WH",876,63,129.34,196.75,2,West
ORD003546,2024-13-01,P236,"Printer Paper",Utilities,"LMN Corp","Mumbai WH",?,94,99.78,138.37,4,East
ORD003547,,P244,Notebook,Utilities,"ABC Supplies","Pune WH",596,101,195.12,53.77,4,West
ORD003548,,P239,"Cleaning Liquid",Stationary,"Global Distributors","Delhi WH",520,42,14.81,207.26,10,North
ORD003549,2024/09/20,P158,Notebook,Utilities,"ABC Supplies","Mumbai WH",101,0,196.06,291.4,10,West
ORD003550,,P166,"Cleaning Liquid",Maintenance,"ABC Supplies","Mumbai WH",63,133,185.46,249.23,6,South
ORD003531,2024-09-19,P284,Pen,Utilities,"ABC Supplies","Pune WH",507,92,179.22,317.5,two,North
ORD003532,2024/01/05,P203,Marker,Stationary,"XYZ Traders","Chennai WH",561,78,166.06,135.2,6,South
ORD003533,01/11/2024,P283,"Printer Paper",Utilities,"Global Distributors","Pune WH",296,39,95.05,143.4,,West
ORD003534,2024-13-01,P110,Notebook,Utilities,"XYZ Traders","Pune WH",673,111,63.34,60.12,8,North
ORD003535,2024/02/11,P213,Pen,Maintenance,"XYZ Traders","Chennai WH",NULL,112,90.18,220.4,,West
ORD003536,2024/09/12,P175,"Water Bottle",Maintenance,"LMN Corp","Mumbai WH",656,141,167.91,242.24,,East
ORD003537,2024-13-01,P135,Marker,Utilities,"XYZ Traders","Pune WH",?,99,53.64,253.18,2,West
ORD003538,,P278,"Printer Paper",Maintenance,"ABC Supplies","Mumbai WH",701,0,79.32,132.05,,West
ORD003539,13/04/2024,P180,"Printer Paper",Utilities,"XYZ Traders","Mumbai WH",477,0,31.75,311.66,1,North
ORD003540,,P259,Marker,Maintenance,"LMN Corp","Mumbai WH",572,173,145.55,75.35,7,East
ORD003521,2024-02-20,P260,Marker,Utilities,"Global Distributors","Chennai WH",79,33,144.63,140.81,6,North
ORD003522,2024/03/14,P275,"Water Bottle",Stationary,"ABC Supplies","Delhi WH",444,0,199.07,204.56,10,South
ORD003523,2024-13-01,P276,"Water Bottle",Stationary,"LMN Corp","Delhi WH",376,32,26.42,77.92,,South
ORD003524,,P271,"Water Bottle",Maintenance,"Global Distributors","Mumbai WH",876,150,136.2,111.98,8,East
ORD003525,,P199,"Printer Paper",Maintenance,"LMN Corp","Pune WH",NULL,13,25.08,300.78,8,North
ORD003526,,P228,"Printer Paper",Maintenance,"ABC Supplies","Chennai WH",205,151,43,141.73,two,North
ORD003527,2024-13-01,P157,Notebook,Utilities,"LMN Corp","Delhi WH",105,45,49.36,260.7,7,South
ORD003528,2024-04-23,P244,"Water Bottle",Stationary,"ABC Supplies","Delhi WH",59,0,49.36,167.22,8,East
ORD003529,23/12/2024,P202,Marker,Utilities,"ABC Supplies","Pune WH",NULL,46,149.65,108.24,1,East
